rank,title,studio,gross,year
4990,Cry-Baby,Uni.,8266343.0,1990
4991,Satisfaction,Fox,8253123.0,1988
4992,Christopher Columbus: The Discovery,WB,8251071.0,1992
4993,The Blob,TriS,8247943.0,1988
4994,Tall Tale,BV,8247627.0,1995
4995,The Promise (2017),ORF,8224288.0,2017
4996,Sidney Sheldon's Bloodline,Par.,8218695.0,1979
4997,Blue Steel,MGM,8217997.0,1990
4998,Black Robe,Gold.,8211952.0,1991
4999,"Whose Life Is It, Anyway?",MGM,8206145.0,1981
5000,Lucas,Fox,8200000.0,1986
5001,Cadillac Records,Sony,8195551.0,2008
5002,Bajrangi Bhaijaan,Eros,8178001.0,2015
5003,Nick of Time,Par.,8175346.0,1995
5004,Firestorm,Fox,8165212.0,1998
5005,Cheetah,BV,8153677.0,1989
5006,Deepstar Six,TriS,8143225.0,1989
5007,Funny About Love,Par.,8141292.0,1990
5008,Code Name: The Cleaner,NL,8135024.0,2007
5009,Delta Farce,LGF,8130530.0,2007
5010,Dead Bang,WB,8125592.0,1989
5011,Prince of the City,WB,8124257.0,1981
5012,Mad Hot Ballroom,ParC,8117961.0,2005
5013,Hoot,NL,8117637.0,2006
5014,The Road,W/Dim.,8117000.0,2009
5015,Before Midnight,SPC,8114627.0,2013
5016,Dirty Pretty Things,Mira.,8112414.0,2003
5017,Inherent Vice,WB,8110975.0,2014
5018,A Cure for Wellness,Fox,8106986.0,2017
5019,The Philadelphia Experiment,NW,8103330.0,1984
5020,Fresh,Mira.,8094616.0,1994
5021,The Shootist,Par.,8091910.0,1976
5022,Streets of Fire,Uni.,8089290.0,1984
5023,Connie and Carla,Uni.,8085771.0,2004
5024,The Adventures of Baron Munchausen,Col.,8083123.0,1989
5025,My Giant,Sony,8072007.0,1998
5026,Bella,RAtt.,8070537.0,2007
5027,Woo,NL,8064972.0,1998
5028,The Painted Veil,WIP,8060487.0,2006
5029,Punisher: War Zone,LGF,8050977.0,2008
5030,The Death of Stalin,IFC,8041828.0,2018
5031,Aspen Extreme,BV,8041049.0,1993
5032,Dead Ringers,Fox,8038508.0,1988
5033,The Ice Storm,FoxS,8038061.0,1997
5034,Haunted Honeymoon,Orion,8033397.0,1986
5035,Dhoom 3,Yash,8031955.0,2013
5036,The Texas Chainsaw Massacre 2,Can.,8025872.0,1986
5037,Jerusalem,NGE,8020721.0,2013
5038,Pirate Radio,Focus,8017917.0,2009
5039,The Meteor Man,MGM,8016708.0,1993
5040,Dragon Ball Z: Resurrection 'F',FUN,8008363.0,2015
5041,The Great White Hype,Fox,8008255.0,1996
5042,Machete Kills,ORF,8008161.0,2013
5043,Blackhat,Uni.,8005980.0,2015
5044,The Wild Life (2016),LG/S,8005586.0,2016
5045,Night Crossing,BV,8000000.0,1982
5046,Dazed and Confused,Gram.,7993039.0,1993
5047,The Pirate Movie,Fox,7983086.0,1982
5048,Strange Days,Fox,7959291.0,1995
5049,Blankman,Col.,7941977.0,1994
5050,A Thousand Acres,BV,7936780.0,1997
5051,American Hot Wax,Par.,7932571.0,1978
5052,Unstrung Heroes,BV,7929434.0,1995
5053,The Chase,Fox,7924955.0,1994
5054,Bushwhacked,Fox,7919823.0,1995
5055,Arbitrage,RAtt.,7919574.0,2012
5056,Miracle at St. Anna,BV,7919117.0,2008
5057,The Brink's Job,Uni.,7909950.0,1978
5058,Sanju,FIP,7909317.0,2018
5059,Just the Way You Are,MGM,7889694.0,1984
5060,Teen Wolf Too,Atl,7888703.0,1987
5061,The Funhouse,Uni.,7886857.0,1981
5062,The Space Between Us,STX,7885294.0,2017
5063,City of Ember,Fox,7873007.0,2008
5064,Trumbo (2015),BST,7857741.0,2015
5065,D.A.R.Y.L.,Par.,7840873.0,1985
5066,Fatal Instinct,MGM,7839327.0,1993
5067,The Night Listener,Mira.,7836393.0,2006
5068,Hoop Dreams,FL,7830611.0,1994
5069,The Little Drummer Girl,WB,7828841.0,1984
5070,Dead Calm,WB,7825009.0,1989
5071,Serial Mom,Sav.,7820688.0,1994
5072,Slither,Uni.,7802450.0,2006
5073,In Bruges,Focus,7800824.0,2008
5074,House II,NW,7800000.0,1987
5075,Vampire Academy,Wein.,7791979.0,2014
5076,The Best of Times,Uni.,7790931.0,1986
5077,If Looks Could Kill,WB,7788597.0,1991
5078,Bad Words,Focus,7779614.0,2014
5079,Sirens,Mira.,7770731.0,1994
5080,"Enemies, A Love Story",Fox,7754571.0,1989
5081,Loving ,Focus,7751969.0,2016
5082,The Return,Rog.,7749851.0,2006
5083,The Beast Within,MGM,7742572.0,1982
5084,Being Julia,SPC,7739049.0,2004
5085,Unsane,BST,7732899.0,2018
5086,Surviving the Game,NL,7727256.0,1994
5087,"The Cook, The Thief, His Wife and Her Lover",Mira.,7724701.0,1990
5088,Disorganized Crime,BV,7723506.0,1989
5089,A New Life,Par.,7721852.0,1988
5090,Expelled: No Intelligence Allowed,RM,7720487.0,2008
5091,Tupac: Resurrection,Par.,7718961.0,2003
5092,Dolphins and Whales: Tribes of the Ocean 3D,3D,7714996.0,2008
5093,The Collector,Free,7712114.0,2009
5094,Kevin Hart: Laugh at My Pain,Code,7706436.0,2011
5095,Vertigo,Par.,7705225.0,1958
5096,Mr. & Mrs. Bridge,Mira.,7698010.0,1990
5097,Mortdecai,LGF,7696134.0,2015
5098,Sarah's Key,Wein.,7693187.0,2011
5099,The Imaginarium of Doctor Parnassus,SPC,7689607.0,2009
5100,Runaway Train,Can.,7683620.0,1985
5101,Strictly Business,WB,7683267.0,1991
5102,He-Man and She-Ra in The Secret of the Sword,Atl,7660857.0,1985
5103,The Order,Fox,7660806.0,2003
5104,Fatso,Fox,7653061.0,1980
5105,The Prisoner of Zenda (1979),Uni.,7650600.0,1979
5106,Beautiful Boy (2018),Amazon,7649973.0,2018
5107,Journey to the South Pacific,Imax,7642450.0,2013
5108,The Girl Who Played with Fire,MBox,7638241.0,2010
5109,Quicksilver,Col.,7634909.0,1986
5110,Ninja 3: The Domination,Can.,7610785.0,1984
5111,Losing Isaiah,Par.,7603766.0,1995
5112,Promised Land (2012),Focus,7597898.0,2012
5113,While We're Young,A24,7587485.0,2015
5114,Sprung,Trim.,7575028.0,1997
5115,Krippendorf's Tribe,BV,7571115.0,1998
5116,City of God,Mira.,7564459.0,2003
5117,Hackers,MGM,7563728.0,1995
5118,Over Her Dead Body,NL,7563670.0,2008
5119,Into the Night,Uni.,7562164.0,1985
5120,The Jerky Boys,BV,7557877.0,1995
5121,El Cantante,PicH,7556712.0,2007
5122,Wanted: Dead or Alive,NW,7555000.0,1987
5123,Proof,Mira.,7535331.0,2005
5124,Damage,NL,7532911.0,1992
5125,The Curse of the Jade Scorpion,DW,7517191.0,2001
5126,The Amazing Panda Adventure,WB,7506759.0,1995
5127,The Man Who Wasn't There,USA,7504257.0,2001
5128,Nothing Like the Holidays,Over.,7503736.0,2008
5129,Martian Child,NL,7500310.0,2007
5130,The Sugarland Express,Uni.,7500000.0,1974
5131,How to Beat the High Cost of Living,Film,7500000.0,1980
5132,How to Become a Detective,Film,7500000.0,1980
5133,Agatha,WB,7500000.0,1979
5134,I Know Who Killed Me,Sony,7498716.0,2007
5135,The Trip to Bountiful,Isld,7491903.0,1985
5136,It Runs in the Family,MGM,7491839.0,2003
5137,Foxes,MGM,7470348.0,1980
5138,Cyrus,FoxS,7468936.0,2010
5139,Stealing Home,WB,7467504.0,1988
5140,Taking Woodstock,Focus,7460204.0,2009
5141,A Good Year,Fox,7459300.0,2006
5142,I'll See You In My Dreams,BST,7449681.0,2015
5143,Goin' South,Par.,7435671.0,1978
5144,Harley Davidson and the Marlboro Man,MGM,7434726.0,1991
5145,Maximum Overdrive,DEG,7433663.0,1986
5146,Doogal,Wein.,7417319.0,2006
5147,Kids,Mira.,7412216.0,1995
5148,Clifford,Orion,7408745.0,1994
5149,Tex,BV,7400000.0,1982
5150,Ironweed,TriS,7393346.0,1987
5151,Paranoia,Rela.,7385015.0,2013
5152,The Squid and the Whale,IDP,7372734.0,2005
5153,The Condemned,LGF,7371706.0,2007
5154,Witchboard,PEC,7369373.0,1986
5155,Mid90s,A24,7362439.0,2018
5156,Clean Slate,MGM,7355425.0,1994
5157,The Crucible,Fox,7343114.0,1996
5158,Iceman,Uni.,7343032.0,1984
5159,Wild America,WB,7342923.0,1997
5160,Alice,Orion,7331647.0,1990
5161,King of the Gypsies,Par.,7325177.0,1978
5162,Babies,Focus,7320323.0,2010
5163,Bones,NL,7316658.0,2001
5164,Mississippi Masala,Gold.,7308786.0,1992
5165,Sarafina!,BV,7306242.0,1992
5166,Who's That Girl,WB,7305209.0,1987
5167,Outside Providence,Mira.,7302522.0,1999
5168,Wild Hearts Can't Be Broken,BV,7294835.0,1991
5169,Eat Drink Man Woman,Gold.,7294403.0,1994
5170,The Forsaken,SGem,7288451.0,2001
5171,Lorenzo's Oil,Uni.,7286388.0,1993
5172,Phantasm II,Uni.,7282851.0,1988
5173,She's So Lovely,Mira.,7281450.0,1997
5174,Run Lola Run,SPC,7267585.0,1999
5175,Big Trouble,BV,7267307.0,2002
5176,Barcelona,FL,7266973.0,1994
5177,Searching for Bobby Fischer,Par.,7266383.0,1993
5178,Buddy Buddy,MGM,7258543.0,1981
5179,Friends with Kids,RAtt.,7251073.0,2012
5180,B.A.P.S.,NL,7246735.0,1997
5181,Off Limits,Fox,7242035.0,1988
5182,Rush,MGM,7241350.0,1991
5183,The Missionary,Col.,7241180.0,1982
5184,Johnny Handsome,TriS,7237794.0,1989
5185,Let there be Light,ADC,7233471.0,2017
5186,Zeus and Roxanne,MGM,7233324.0,1997
5187,Force 10 From Navarone,AIP,7230000.0,1978
5188,Gold,Wein.,7227038.0,2017
5189,All the King's Men,Sony,7221458.0,2006
5190,Mulholland Drive,Uni.,7220243.0,2001
5191,The Big Red One,MGM,7206220.0,1980
5192,The Big Year,Fox,7204138.0,2011
5193,Transylvania 6-5000,NW,7196872.0,1985
5194,Encounter in the 3rd Dimension (IMAX),NWav,7195792.0,1999
5195,The Green Inferno,BH Tilt,7192291.0,2015
5196,American Dreamz,Uni.,7191830.0,2006
5197,1492: Conquest of Paradise,Par.,7191399.0,1992
5198,Paradise Alley,Uni.,7185518.0,1978
5199,North,Col.,7182747.0,1994
5200,Women on the Verge of a Nervous Breakdown,OrionC,7179298.0,1988
5201,The Boy Who Could Fly,Fox,7177431.0,1986
5202,10 to Midnight,MGM,7175592.0,1983
5203,The Hoax,Mira.,7164995.0,2007
5204,The Orphanage,PicH,7161284.0,2007
5205,The Name of the Rose,Fox,7153487.0,1986
5206,Dear God,Par.,7138523.0,1996
5207,She's Gotta Have It,Isld,7137502.0,1986
5208,I am Not Your Negro,Magn.,7123919.0,2017
5209,Hardbodies,Col.,7121719.0,1984
5210,Beatriz At Dinner,RAtt.,7115854.0,2017
5211,Silence (2016),Par.,7100177.0,2016
5212,Where Eagles Dare,MGM,7100000.0,1969
5213,A Separation,SPC,7099055.0,2011
5214,The Bad News Bears Go to Japan,Par.,7092495.0,1978
5215,Before the Devil Knows You're Dead,Think,7084227.0,2007
5216,Seeking a Friend for the End of the World,Focus,7078738.0,2012
5217,Trapped,Sony,7073251.0,2002
5218,How She Move,ParV,7070641.0,2008
5219,Quills,FoxS,7065332.0,2000
5220,The Stunt Man,Fox,7063886.0,1980
5221,Phat Girlz,FoxS,7061128.0,2006
5222,Pride,LGF,7057600.0,2007
5223,Alphabet City,Atl,7035585.0,1984
5224,House Arrest,MGM,7032782.0,1996
5225,Star Kid,Trim.,7029025.0,1998
5226,Turistas,FoxA,7027762.0,2006
5227,Three Wishes,Sav.,7027517.0,1995
5228,Screwed,Uni.,7027345.0,2000
5229,BASEketball,Uni.,7027290.0,1998
5230,Bug,LGF,7025810.0,2007
5231,Kissing Jessica Stein,FoxS,7025722.0,2002
5232,Last of the Dogmen,Sav.,7024389.0,1995
5233,Running with Scissors,Sony,7022827.0,2006
5234,Hiding Out,DEG,7019441.0,1987
5235,Black Nativity,FoxS,7018189.0,2013
5236,An American Carol,Viv.,7013191.0,2008
5237,Crossover,Sony,7009668.0,2006
5238,International Velvet,MGM,7009238.0,1978
5239,The Triplets of Belleville,SPC,7007149.0,2003
5240,Our Brand Is Crisis (2015),WB,7002261.0,2015
5241,Buena Vista Social Club,Art.,7002182.0,1999
5242,Cat People,Uni.,7000000.0,1982
5243,Fearless,WB,6995302.0,1993
5244,Relentless,NL,6985999.0,1989
5245,Children of the Corn II,Mira.,6980986.0,1993
5246,Grandma (2015),SPC,6980524.0,2015
5247,Trial by Jury,WB,6971777.0,1994
5248,I Ought to Be in Pictures,Fox,6968359.0,1982
5249,Shag: The Movie,Hemd,6957975.0,1989
5250,La Cage aux Folles 2,MGM,6950125.0,1981
5251,Suburban Commando,NL,6948859.0,1991
5252,Red Sonja,MGM,6948633.0,1985
5253,Blue City,Par.,6947787.0,1986
5254,Sexy Beast,FoxS,6946056.0,2001
5255,State and Main,FL,6944471.0,2000
5256,Almost an Angel,Par.,6939946.0,1990
5257,The Wedding Banquet,Gold.,6933459.0,1993
5258,Take Me Home Tonight,Rela.,6928068.0,2011
5259,A Cry in the Dark,WB,6908797.0,1988
5260,Birth of the Dragon,BH Tilt,6901965.0,2017
5261,Shut In,EC,6900335.0,2016
5262,The Amateur,Fox,6892098.0,1982
5263,Willard,NL,6886089.0,2003
5264,Redline,Chic.,6881022.0,2007
5265,Thunderbirds,Uni.,6880917.0,2004
5266,Death Wish 4: The Crackdown,Can.,6880310.0,1987
5267,"Woman, Thou Art Loosed",Magn.,6879730.0,2004
5268,The Brothers Grimsby,Sony,6874837.0,2016
5269,Cedar Rapids,FoxS,6861102.0,2011
5270,Never Talk to Strangers,Sony,6858261.0,1995
5271,Romantic Comedy,MGM,6857733.0,1983
5272,Running Scared,NL,6855137.0,2006
5273,The Spectacular Now,A24,6854611.0,2013
5274,200 Cigarettes,Par.,6852450.0,1999
5275,The Collection,LD,6842058.0,2012
5276,Exit to Eden,Sav.,6841570.0,1994
5277,The Pope of Greenwich Village,MGM,6836201.0,1984
5278,Moonlight Mile,BV,6835856.0,2002
5279,Panther,Gram.,6834525.0,1995
5280,Mixed Nuts,Sony,6821850.0,1994
5281,Dog Days (2018),LD,6809080.0,2018
5282,The Chipmunk Adventure,Gold.,6804312.0,1987
5283,Trick or Treat,DEG,6797218.0,1986
5284,Boy Erased,Focus,6788692.0,2018
5285,Fanny and Alexander,Emb,6783304.0,1983
5286,Conviction,FoxS,6783129.0,2010
5287,In the Valley of Elah,WIP,6777741.0,2007
5288,Runaway,TriS,6770587.0,1984
5289,Ladies in Lavender,IDP,6765081.0,2005
5290,Me and Earl and the Dying Girl,FoxS,6758416.0,2015
5291,Caught Up,Live,6754958.0,1998
5292,The Young Black Stallion (IMAX),BV,6751389.0,2003
5293,"Seraphin, un homme et son peche",All.,6749187.0,2002
5294,Smoke Signals,Mira.,6745362.0,1998
5295,The Mambo Kings,WB,6742168.0,1992
5296,Amour,SPC,6739492.0,2012
5297,Fortress,Mira.,6739141.0,1993
5298,Baahubali: The Beginning,BSC,6738000.0,2015
5299,9 1/2 Weeks,MGM,6735922.0,1986
5300,Loving Vincent,Good Deed,6735118.0,2017
5301,Town & Country,NL,6719973.0,2001
5302,American History X,NL,6719864.0,1998
5303,Hotel Artemis,Global Road,6708147.0,2018
5304,Roger and Me,WB,6706368.0,1989
5305,The Snowman,Uni.,6700035.0,2017
5306,Delta Force 2: Operation Stranglehold,MGM,6698361.0,1990
5307,U-Turn,Sony,6682098.0,1997
5308,The Closet (Le Placard),Mira.,6678894.0,2001
5309,Hairspray (1988),NL,6671108.0,1988
5310,City Island,Anch.,6671036.0,2010
5311,Nightmares,Uni.,6670680.0,1983
5312,Six Weeks,Uni.,6668025.0,1982
5313,The Golden Seal,Gold.,6666725.0,1983
5314,Forced Vengeance,MGM,6660333.0,1982
5315,Where the Buffalo Roam,Uni.,6659377.0,1980
5316,I Dreamed of Africa,Sony,6651522.0,2000
5317,Swing Shift,WB,6650206.0,1984
5318,Fresh Horses,Col.,6640346.0,1988
5319,Black Moon Rising,NW,6637565.0,1986
5320,Spider-Man / Men in Black II,Sony,6632970.0,2002
5321,Femme Fatale,WB,6630252.0,2002
5322,The Savages,FoxS,6623082.0,2007
5323,The Gong Show Movie,Uni.,6621520.0,1980
5324,The Last Station,SPC,6617867.0,2010
5325,The Hunted (1995),Uni.,6609661.0,1995
5326,Best of the Best II,Fox,6608687.0,1993
5327,Bride and Prejudice,Mira.,6605592.0,2005
5328,The Grandmaster,Wein.,6594959.0,2013
5329,Millions,FoxS,6584159.0,2005
5330,Once Upon a Forest,Fox,6582052.0,1993
5331,Strange Wilderness,ParC,6575282.0,2008
5332,Curse of the Golden Flower,SPC,6566773.0,2006
5333,Here Come the Littles,Atl,6565359.0,1985
5334,The Road to Wellville,Sony,6562513.0,1994
5335,Bajirao Mastani,Eros,6557047.0,2015
5336,Lost and Found (1999),WB,6552255.0,1999
5337,The Razor's Edge,Col.,6551987.0,1984
5338,3 Idiots,Relbig.,6532874.0,2009
5339,The Rules of Attraction,Lions,6532619.0,2002
5340,Winter's Bone,RAtt.,6531503.0,2010
5341,Maria Full of Grace,FL,6529624.0,2004
5342,Warriors of Virtue,MGM,6524620.0,1997
5343,A Very Long Engagement,WIP,6524389.0,2004
5344,Blue Collar,Uni.,6521083.0,1978
5345,A.X.L.,Global Road,6501381.0,2018
5346,Switchback,Par.,6492660.0,1997
5347,Teacher's Pet,BV,6491969.0,2004
5348,The Young Messiah,Focus,6490401.0,2016
5349,The Big Bounce,WB,6489476.0,2004
5350,Flashback,Par.,6488114.0,1990
5351,The Osterman Weekend,Fox,6486797.0,1983
5352,Little Boy,ORF,6485961.0,2015
5353,The Real McCoy,Uni.,6484246.0,1993
5354,Star 80,WB,6472990.0,1983
5355,Transformers: The Movie,DEG,6469244.0,1986
5356,Mighty Aphrodite,Mira.,6468498.0,1995
5357,All the Marbles,MGM,6468195.0,1981
5358,The Last Unicorn,JenF,6455330.0,1982
5359,Gods and Monsters,Lions,6451628.0,1998
5360,Hot to Trot,WB,6436211.0,1988
5361,Brideshead Revisited,Mira.,6432256.0,2008
5362,Mac and Me,Orion,6424112.0,1988
5363,Same Kind of Different as Me,PFR,6423605.0,2017
5364,Run the Race,RAtt.,6420810.0,2019
5365,The Temp,Par.,6419876.0,1993
5366,,ParV,6417135.0,2010
5367,Defenseless,NL,6413375.0,1991
5368,The Rocker,Fox,6409528.0,2008
5369,Just Between Friends,Orion,6408791.0,1986
5370,Six Degrees of Separation,MGM,6405918.0,1993
5371,My Own Private Idaho,FL,6401336.0,1991
5372,Eyewitness,Fox,6400000.0,1981
5373,Most Wanted,NL,6391946.0,1997
5374,The Secret in Their Eyes,SPC,6391436.0,2010
5375,Cantinflas,LGF,6382924.0,2014
5376,Post Grad,Fox,6380019.0,2009
5377,The Aristocrats,Think,6377461.0,2005
5378,Hyde Park on Hudson,Focus,6376145.0,2012
5379,Article 99,Orion,6375979.0,1992
5380,It's Kind of a Funny Story,Focus,6363628.0,2010
5381,Fahrenheit 11/9,Briarcliff,6352306.0,2018
5382,The Sting II,Uni.,6347072.0,1983
5383,Motel Hell,MGM,6342668.0,1980
5384,The Unholy,Vest,6337299.0,1988
5385,Amityville 3-D,Orion,6333135.0,1983
5386,Affliction,Lions,6330054.0,1998
5387,Joe Kidd,Uni.,6330000.0,1972
5388,The Soldier,Emb,6328816.0,1982
5389,Girls Just Want to Have Fun,NW,6326051.0,1985
5390,Little Miss Marker,Uni.,6321392.0,1980
5391,Beyond the Sea,Lions,6318709.0,2004
5392,Southside with You,RAtt.,6304223.0,2016
5393,The Jacket,WIP,6303762.0,2005
5394,Lowriders,BH Tilt,6303560.0,2017
5395,What Planet Are You From?,Sony,6291602.0,2000
5396,The Gods Must Be Crazy II,Col.,6291444.0,1990
5397,One Night at McCool's,USA,6290673.0,2001
5398,Impostor,Mira.,6285176.0,2002
5399,Rambling Rose,NL,6266621.0,1991
5400,The House of the Spirits,Mira.,6265311.0,1994
5401,Night in the Life of Jimmy Reardon,Fox,6264058.0,1988
5402,Music Box,TriS,6263883.0,1989
5403,All Is Lost,RAtt.,6263670.0,2013
5404,Dick,Sony,6262878.0,1999
5405,The Adventures of Buckaroo Banzai,Fox,6254148.0,1984
5406,Mambo Italiano (Canada),Equin.,6253026.0,2003
5407,Firstborn,Par.,6250994.0,1984
5408,Widows' Peak,FL,6243722.0,1994
5409,Ghost World,MGM,6217849.0,2001
5410,Unbroken: Path to Redemption,PFR,6216897.0,2018
5411,"Oh, Heavenly Dog!",Fox,6216067.0,1980
5412,Topsy-Turvy,USA,6208548.0,1999
5413,Believe,ORF,6206566.0,2013
5414,The Straight Story,BV,6203044.0,1999
5415,Night and the City,Fox,6202756.0,1992
5416,Croupier,TSG,6201143.0,2000
5417,Sultan,Yash,6200000.0,2016
5418,Rabbit-Proof Fence,Mira.,6199600.0,2002
5419,Braddock: Missing in Action III,Can.,6193901.0,1988
5420,Nowhere in Africa,Zeit.,6180200.0,2003
5421,Tell No One,MBox,6177192.0,2008
5422,Americathon,MGM,6171763.0,1979
5423,Maudie,SPC,6170998.0,2017
5424,Mystery Date,Orion,6166819.0,1991
5425,The Secret of Roan Inish,First,6159269.0,1995
5426,UHF,Orion,6157157.0,1989
5427,Barton Fink,Fox,6153939.0,1991
5428,Chained Heat,JenF,6149983.0,1983
5429,Plenty,Fox,6148000.0,1985
5430,Almost Heroes,WB,6136856.0,1998
5431,Folks!,Fox,6132924.0,1992
5432,Chasing Papi,Fox,6130049.0,2003
5433,The Border,Uni.,6118683.0,1982
5434,The Hurricane Heist,ENTMP,6115825.0,2018
5435,Coco Before Chanel,SPC,6113834.0,2009
5436,Kull the Conqueror,Uni.,6112613.0,1997
5437,Short Cuts,FL,6110979.0,1993
5438,Evil Under the Sun,Uni.,6110000.0,1982
5439,The Interview (2014),Sony,6105175.0,2014
5440,Every Day (2018),Orion,6102076.0,2018
5441,Sea Rex 3D: Journey to a Prehistoric World,3D,6096582.0,2010
5442,Rustler's Rhapsody,Par.,6090497.0,1985
5443,Grandma's Boy,Fox,6090172.0,2006
5444,Gigli,SonR,6087542.0,2003
5445,Deuces Wild,MGM,6080065.0,2002
5446,Assassination,Can.,6075793.0,1987
5447,Heaven Help Us,MGM,6070794.0,1985
5448,Men Don't Leave,WB,6070725.0,1990
5449,Just Getting Started,BG,6069605.0,2017
5450,Partners,Par.,6062898.0,1982
5451,Shirley Valentine,Par.,6056912.0,1989
5452,The Way of the Gun,Art.,6055661.0,2000
5453,Megiddo: The Omega Code II,8X,6047691.0,2001
5454,Meet the Mormons,Purd.,6047363.0,2014
5455,Leave No Trace,BST,6046104.0,2018
5456,Racing with the Moon,Par.,6045647.0,1984
5457,Foolish,Art.,6033999.0,1999
5458,A Fine Mess,Col.,6029824.0,1986
5459,Gold Diggers: Secret of Bear Mountain,Uni.,6029091.0,1995
5460,Trapped in Paradise,Fox,6017509.0,1994
5461,The Walking Dead,Sav.,6014341.0,1995
5462,Running,Uni.,6012556.0,1979
5463,The Cemetary Club,BV,6011745.0,1993
5464,American Splendor,FL,6010990.0,2003
5465,Hitchcock,FoxS,6008677.0,2012
5466,Run Fat Boy Run,PicH,6003262.0,2008
5467,The Diving Bell and the Butterfly,Mira.,6003227.0,2007
5468,Chasing Mavericks,Fox,6002756.0,2012
5469,The Loft,ORF,6002684.0,2015
5470,The Sessions,FoxS,6002451.0,2012
5471,Beyond the Limit,Par.,5997566.0,1983
5472,Light it Up,Fox,5985690.0,1999
5473,The Boxer,Uni.,5980578.0,1997
5474,Still of the Night,MGM,5979947.0,1982
5475,The Hunger,MGM,5979292.0,1983
5476,1969,Atl,5979011.0,1988
5477,Les Boys 2,Lions,5974732.0,1998
5478,Lars and the Real Girl,MGM,5972884.0,2007
5479,Basic Instinct 2,Sony,5971336.0,2006
5480,My Little Pony,DEG,5958456.0,1986
5481,Captive State,Focus,5958315.0,2019
5482,Last Dance,BV,5939449.0,1996
5483,Inventing the Abbotts,Fox,5936344.0,1997
5484,The Last Legion,Wein.,5933494.0,2007
5485,Immediate Family,Col.,5932613.0,1989
5486,Evil Dead 2,DEG,5923044.0,1987
5487,Casa De Mi Padre,LGF,5909483.0,2012
5488,Gang Related,MGM,5906773.0,1997
5489,The Florida Project,A24,5904366.0,2017
5490,Highlander,Fox,5900000.0,1986
5491,Cry Freedom,Uni.,5899797.0,1987
5492,Feel the Noise,BMG,5898393.0,2007
5493,Local Hero,WB,5895761.0,1983
5494,Ed Wood,BV,5887457.0,1994
5495,Death of a Nation,QF,5885881.0,2018
5496,Against the Ropes,Par.,5884190.0,2004
5497,The Opposite of Sex,SPC,5881367.0,1998
5498,Captain Fantastic,BST,5879736.0,2016
5499,Palmetto,Sony,5878911.0,1998
5500,The Wandering Earth,CMC,5875487.0,2019
5501,Heaven and Earth,WB,5864949.0,1993
5502,The Rescue,BV,5855392.0,1988
5503,Real Women Have Curves,NM,5853194.0,2002
5504,The Bling Ring,A24,5845732.0,2013
5505,The Hitcher,TriS,5844868.0,1986
5506,Pulling Strings,LGF,5842961.0,2013
5507,The Last Seduction,Oct.,5842603.0,1994
5508,Crossroads (1986),Col.,5839031.0,1986
5509,Night of the Living Dead,Col.,5835247.0,1990
5510,The Last American Virgin,Can.,5829781.0,1982
5511,Before Sunset,WIP,5820649.0,2004
5512,Cyrano de Bergerac,OrionC,5820020.0,1990
5513,Stanley & Iris,MGM,5820015.0,1990
